Date,Supplier,Order number,Product,Price per 100 grams,Quantity in kg
2022-05-31,Buckridge Inc,Ref-1016844,Used cooking oil (UCO),787.2,22370
2022-05-31,Jones-Jenkins,S-1007332,UCOME,52.8,32080
2022-05-31,Jones-Jenkins,S-1007345,UCOME,81.6,31080
2022-05-31,Jones-Jenkins,S-1007346,UCOME,91.2,32060
2022-05-31,Copperfield oil,Ref-1017010,Used cooking oil (UCO),104,32840
2022-05-31,Copperfield oil,Ref-1017029,Used cooking oil (UCO),96,36940
2022-05-31,"Treutel, Pouros and Murphy",Ref-1017103,Sunflower oil,278.4,29840
2022-05-31,"Treutel, Pouros and Murphy",Ref-1017112,Sunflower oil,97.6,28680
2022-05-31,"Treutel, Pouros and Murphy",Ref-1017113,Sunflower oil,20.8,30620
2022-05-31,Jones-Jenkins,S-1007378,UCOME,235.2,32060
2022-05-31,Jones-Jenkins,S-1007379,UCOME,288,32140
2022-05-31,Jones-Jenkins,S-1007380,UCOME,249.6,32040
2022-05-31,Jones-Jenkins,S-1007381,UCOME,772.8,31880
2022-05-31,Jones-Jenkins,S-1007382,UCOME,22.4,31940
2022-05-31,Jones-Jenkins,S-1007383,UCOME,1158.4,32220
2022-05-31,Jones-Jenkins,S-1007384,UCOME,144,32080
2022-05-31,Jones-Jenkins,S-1007385,UCOME,166.4,31080
2022-05-31,Jones-Jenkins,S-1007386,UCOME,320,31040
2022-05-31,"Treutel, Pouros and Murphy",Ref-1016011,Sunflower oil,209.6,28280
2022-05-31,"Treutel, Pouros and Murphy",Ref-1016015,Sunflower oil,108.8,28340
2022-05-31,"Treutel, Pouros and Murphy",Ref-1016017,Sunflower oil,937.6,27900
2022-05-31,Jones-Jenkins,S-1007488,UCOME,83.2,31680
2022-05-31,Jones-Jenkins,S-1007489,UCOME,473.6,31700
2022-05-31,"Treutel, Pouros and Murphy",Ref-1015930,Sunflower oil,115.2,32880
2022-05-31,Yellowstone,S-1007497,Used cooking oil (UCO),84.8,32320
2022-05-31,Yellowstone,S-1007498,Used cooking oil (UCO),131.2,32680
2022-05-30,"Treutel, Pouros and Murphy",Ref-1016012,Sunflower oil,1508.8,28680
2022-05-30,"Treutel, Pouros and Murphy",Ref-1016013,Sunflower oil,102.4,28620
2022-05-30,"Treutel, Pouros and Murphy",Ref-1016014,Sunflower oil,388.8,29340
2022-05-30,"Treutel, Pouros and Murphy",Ref-1016024,Sunflower oil,1052.8,28120
2022-05-30,Copperfield oil,Ref-1016571,Used cooking oil (UCO),120,33080
2022-05-30,Copperfield oil,Ref-1016572,Used cooking oil (UCO),110.4,36260
2022-05-30,Copperfield oil,Ref-1016632,Used cooking oil (UCO),110.4,37580
2022-05-30,Copperfield oil,Ref-1016633,Used cooking oil (UCO),97.6,36000
2022-05-30,Copperfield oil,Ref-1016634,Used cooking oil (UCO),126.4,32740
2022-05-30,"Stroman, Swift and Rath",Ref-1016663,Used cooking oil (UCO),1182.4,27840
2022-05-30,Buckridge Inc,Ref-1016670,Used cooking oil (UCO),32,22060
2022-05-30,Buckridge Inc,Ref-1016674,Used cooking oil (UCO),20.8,22020
2022-05-30,Buckridge Inc,Ref-1016676,Used cooking oil (UCO),1508.8,22420
2022-05-30,Buckridge Inc,Ref-1016677,Used cooking oil (UCO),115.2,20380
2022-05-30,Copperfield oil,Ref-1016776,Sunflower oil,35.2,34140
2022-05-30,Jones-Jenkins,S-1007329,UCOME,606.4,31100
2022-05-30,Jones-Jenkins,S-1007331,UCOME,1052.8,31940
2022-05-30,Jones-Jenkins,S-1007333,UCOME,1323.2,32120
2022-05-30,Jones-Jenkins,S-1007334,UCOME,56,32080
2022-05-30,Jones-Jenkins,S-1007335,UCOME,747.2,31980
2022-05-30,Jones-Jenkins,S-1007336,UCOME,1241.6,31960
2022-05-30,Jones-Jenkins,S-1007337,UCOME,25.6,31140
2022-05-30,Jones-Jenkins,S-1007338,UCOME,104,31080
2022-05-30,Jones-Jenkins,S-1007339,UCOME,1036.8,32040
2022-05-30,Jones-Jenkins,S-1007341,UCOME,1435.2,31100
2022-05-30,Jones-Jenkins,S-1007342,UCOME,577.6,32020
2022-05-30,Jones-Jenkins,S-1007343,UCOME,44.8,32080
2022-05-30,Jones-Jenkins,S-1007344,UCOME,900.8,32160
2022-05-30,Copperfield oil,Ref-1017007,Used cooking oil (UCO),113.6,32300
2022-05-30,Copperfield oil,Ref-1017009,Used cooking oil (UCO),1388.8,32980
2022-05-30,Copperfield oil,Ref-1017028,Used cooking oil (UCO),1364.8,31580
2022-05-30,"Hahn, Mueller and Strosin",Ref-1017083,Methanol,1249.6,27997
2022-05-30,Jones-Jenkins,S-1007486,UCOME,83.2,31700
2022-05-30,Jones-Jenkins,S-1007487,UCOME,1580.8,31660
2022-05-30,"Treutel, Pouros and Murphy",Ref-1015924,Sunflower oil,35.2,32580
2022-05-30,"Treutel, Pouros and Murphy",Ref-1015923,Sunflower oil,1108.8,32620
2022-05-30,"Treutel, Pouros and Murphy",Ref-1015928,Sunflower oil,64,33820
2022-05-30,Copperfield oil,Ref-1017028,Used cooking oil (UCO),38.4,5000
2022-05-30,"Stroman, Swift and Rath",Ref-1015318,Used cooking oil (UCO),1176,27560
2022-05-29,"Hahn, Mueller and Strosin",Ref-1016934,Methanol,313.6,27996
2022-05-27,Copperfield oil,Ref-1016570,Used cooking oil (UCO),35.2,32960
2022-05-27,Copperfield oil,Ref-1016629,Used cooking oil (UCO),76.8,35720
2022-05-27,Copperfield oil,Ref-1016630,Used cooking oil (UCO),569.6,32060
2022-05-27,Jones-Jenkins,S-1007316,UCOME,73.6,31780
2022-05-27,Jones-Jenkins,S-1007317,UCOME,41.6,30940
2022-05-27,Jones-Jenkins,S-1007318,UCOME,1457.6,31900
2022-05-27,Jones-Jenkins,S-1007319,UCOME,16,31980
2022-05-27,Jones-Jenkins,S-1007320,UCOME,108.8,31920
2022-05-27,Jones-Jenkins,S-1007321,UCOME,68.8,31900
2022-05-27,Jones-Jenkins,S-1007322,UCOME,132.8,32200
2022-05-27,Jones-Jenkins,S-1007323,UCOME,1312,32080
2022-05-27,Jones-Jenkins,S-1007324,UCOME,139.2,30940
2022-05-27,Jones-Jenkins,S-1007325,UCOME,99.2,30880
2022-05-27,Jones-Jenkins,S-1007326,UCOME,105.6,32180
2022-05-27,Jones-Jenkins,S-1007327,UCOME,115.2,31980
2022-05-27,Jones-Jenkins,S-1007328,UCOME,713.6,32080
2022-05-27,Jones-Jenkins,S-1007365,UCOME,1326.4,31580
2022-05-27,Jones-Jenkins,S-1007366,UCOME,745.6,31160
2022-05-27,"Hahn, Mueller and Strosin",Ref-1016965,Methanol,371.2,27989
2022-05-27,Copperfield oil,Ref-1017008,Used cooking oil (UCO),134.4,32800
2022-05-27,"Treutel, Pouros and Murphy",Ref-1015920,Sunflower oil,36.8,33500
2022-05-27,"Treutel, Pouros and Murphy",Ref-1015925,Sunflower oil,107.2,33020
2022-05-27,"Treutel, Pouros and Murphy",Ref-1015926,Sunflower oil,24,30840
2022-05-27,"Treutel, Pouros and Murphy",Ref-1015919,Sunflower oil,1048,30740
2022-05-27,"Treutel, Pouros and Murphy",Ref-1016008,Sunflower oil,380.8,26860
2022-05-27,"Treutel, Pouros and Murphy",Ref-1016009,Sunflower oil,1345.6,29180
2022-05-27,"Treutel, Pouros and Murphy",Ref-1016010,Sunflower oil,313.6,27220
2022-05-25,Copperfield oil,Ref-1016568,Used cooking oil (UCO),505.6,35000
2022-05-25,Copperfield oil,Ref-1016569,Used cooking oil (UCO),78.4,33020
2022-05-25,Copperfield oil,Ref-1016627,Used cooking oil (UCO),156.8,34580
2022-05-25,Copperfield oil,Ref-1016628,Used cooking oil (UCO),121.6,32640
2022-05-25,Jones-Jenkins,S-1007295,UCOME,48,32120
2022-05-25,Jones-Jenkins,S-1007304,UCOME,555.2,31900
2022-05-25,Jones-Jenkins,S-1007305,UCOME,1425.6,32100
2022-05-25,Jones-Jenkins,S-1007306,UCOME,91.2,31800
2022-05-25,Jones-Jenkins,S-1007307,UCOME,296,31940
2022-05-25,Jones-Jenkins,S-1007308,UCOME,438.4,31900
2022-05-25,Jones-Jenkins,S-1007309,UCOME,729.6,31940
2022-05-25,Jones-Jenkins,S-1007310,UCOME,22.4,30940
2022-05-25,Jones-Jenkins,S-1007311,UCOME,126.4,31960
2022-05-25,Jones-Jenkins,S-1007312,UCOME,380.8,32140
2022-05-25,Jones-Jenkins,S-1007313,UCOME,44.8,32040
2022-05-25,Jones-Jenkins,S-1007314,UCOME,96,31800
2022-05-25,Jones-Jenkins,S-1007315,UCOME,852.8,31980
2022-05-25,Jones-Jenkins,S-1007363,UCOME,1273.6,31620
2022-05-25,Jones-Jenkins,S-1007364,UCOME,136,31560
2022-05-25,Copperfield oil,Ref-1017005,Used cooking oil (UCO),1041.6,31980
2022-05-25,Copperfield oil,Ref-1017006,Used cooking oil (UCO),1168,32340
2022-05-25,"Treutel, Pouros and Murphy",Ref-1015921,Sunflower oil,107.2,32680
2022-05-25,"Treutel, Pouros and Murphy",Ref-1015922,Sunflower oil,115.2,32540
2022-05-25,"Treutel, Pouros and Murphy",Ref-1016002,Sunflower oil,635.2,28660
2022-05-25,"Treutel, Pouros and Murphy",Ref-1016003,Sunflower oil,145.6,28660
2022-05-25,"Treutel, Pouros and Murphy",Ref-1016005,Sunflower oil,1188.8,28500
2022-05-25,"Treutel, Pouros and Murphy",Ref-1016006,Sunflower oil,123.2,23860
2022-05-25,"Treutel, Pouros and Murphy",Ref-1016007,Sunflower oil,404.8,34440
2022-05-24,"Treutel, Pouros and Murphy",Ref-1015830,Sunflower oil,1473.6,31740
2022-05-24,"Treutel, Pouros and Murphy",Ref-1015915,Sunflower oil,75.2,30620
2022-05-24,"Treutel, Pouros and Murphy",Ref-1015916,Sunflower oil,102.4,30380
2022-05-24,"Treutel, Pouros and Murphy",Ref-1015918,Sunflower oil,73.6,32860
2022-05-24,"Treutel, Pouros and Murphy",Ref-1016000,Sunflower oil,91.2,27260
2022-05-24,"Treutel, Pouros and Murphy",Ref-1016004,Sunflower oil,60.8,28420
2022-05-24,Copperfield oil,Ref-1016566,Used cooking oil (UCO),1396.8,36560
2022-05-24,Copperfield oil,Ref-1016567,Used cooking oil (UCO),521.6,33120
2022-05-24,Copperfield oil,Ref-1016600,Used cooking oil (UCO),1363.2,34240
2022-05-24,Copperfield oil,Ref-1016601,Used cooking oil (UCO),390.4,33170
2022-05-24,Copperfield oil,Ref-1016625,Used cooking oil (UCO),401.6,35320
2022-05-24,Copperfield oil,Ref-1016775,Sunflower oil,126.4,34680
2022-05-24,Jones-Jenkins,S-1007287,UCOME,1016,32080
2022-05-24,Jones-Jenkins,S-1007293,UCOME,24,30980
2022-05-24,Jones-Jenkins,S-1007294,UCOME,1022.4,31040
2022-05-24,Jones-Jenkins,S-1007296,UCOME,57.6,31940
2022-05-24,Jones-Jenkins,S-1007297,UCOME,24,32200
2022-05-24,Jones-Jenkins,S-1007298,UCOME,1353.6,32100
2022-05-24,Jones-Jenkins,S-1007299,UCOME,131.2,32080
2022-05-24,Jones-Jenkins,S-1007300,UCOME,340.8,31020
2022-05-24,Jones-Jenkins,S-1007301,UCOME,84.8,32160
2022-05-24,Jones-Jenkins,S-1007302,UCOME,891.2,31980
2022-05-24,Jones-Jenkins,S-1007303,UCOME,140.8,31940
2022-05-24,Jones-Jenkins,S-1007361,UCOME,1131.2,31200
2022-05-24,Jones-Jenkins,S-1007362,UCOME,84.8,31140
2022-05-24,Copperfield oil,Ref-1017003,Used cooking oil (UCO),123.2,31760
2022-05-24,Copperfield oil,Ref-1017004,Used cooking oil (UCO),1340.8,32720
2022-05-24,"Stroman, Swift and Rath",Ref-1015317,Used cooking oil (UCO),716.8,29680
2022-05-24,"Stroman, Swift and Rath",Ref-1015319,Used cooking oil (UCO),70.4,30060
2022-05-23,"Treutel, Pouros and Murphy",Ref-1015814,Sunflower oil,982.4,33100
2022-05-23,"Treutel, Pouros and Murphy",Ref-1015817,Sunflower oil,1454.4,32880
2022-05-23,"Treutel, Pouros and Murphy",Ref-1015821,Sunflower oil,52.8,30520
2022-05-23,"Treutel, Pouros and Murphy",Ref-1015825,Sunflower oil,1124.8,30820
2022-05-23,"Treutel, Pouros and Murphy",Ref-1015997,Sunflower oil,462.4,28460
2022-05-23,"Treutel, Pouros and Murphy",Ref-1015998,Sunflower oil,38.4,27120
2022-05-23,"Treutel, Pouros and Murphy",Ref-1015999,Sunflower oil,22.4,29220
2022-05-23,"Treutel, Pouros and Murphy",Ref-1016001,Sunflower oil,408,29040
2022-05-23,Jones-Jenkins,S-1007171,UCOME,96,31000
2022-05-23,Jones-Jenkins,S-1007172,UCOME,142.4,32100
2022-05-23,Copperfield oil,Ref-1016564,Used cooking oil (UCO),16,31340
2022-05-23,Copperfield oil,Ref-1016565,Used cooking oil (UCO),38.4,35820
2022-05-23,Copperfield oil,Ref-1016599,Used cooking oil (UCO),953.6,34200
2022-05-23,Copperfield oil,Ref-1016624,Used cooking oil (UCO),1440,32740
2022-05-23,Copperfield oil,Ref-1016631,Used cooking oil (UCO),1220.8,32920
2022-05-23,"Stroman, Swift and Rath",Ref-1016661,Used cooking oil (UCO),137.6,29880
2022-05-23,"Stroman, Swift and Rath",Ref-1016662,Used cooking oil (UCO),193.6,29900
2022-05-23,Jones-Jenkins,S-1007249,UCOME,20.8,32100
2022-05-23,Jones-Jenkins,S-1007266,UCOME,529.6,32080
2022-05-23,Jones-Jenkins,S-1007284,UCOME,112,32000
2022-05-23,Jones-Jenkins,S-1007285,UCOME,57.6,31880
2022-05-23,Jones-Jenkins,S-1007286,UCOME,433.6,31820
2022-05-23,Jones-Jenkins,S-1007288,UCOME,1307.2,32040
2022-05-23,Jones-Jenkins,S-1007289,UCOME,91.2,32100
2022-05-23,Jones-Jenkins,S-1007290,UCOME,1073.6,31860
2022-05-23,Jones-Jenkins,S-1007291,UCOME,20.8,30880
2022-05-23,Jones-Jenkins,S-1007292,UCOME,737.6,31000
2022-05-23,Jones-Jenkins,S-1007359,UCOME,1161.6,31160
2022-05-23,Jones-Jenkins,S-1007360,UCOME,1022.4,31100
2022-05-23,"Hahn, Mueller and Strosin",Ref-1016933,Methanol,1288,27982
2022-05-23,Copperfield oil,Ref-1016936,Used cooking oil (UCO),732.8,33940
2022-05-23,Copperfield oil,Ref-1016937,Used cooking oil (UCO),99.2,12820
2022-05-23,Copperfield oil,Ref-1016937,Used cooking oil (UCO),294.4,20660
2022-05-22,"Hahn, Mueller and Strosin",Ref-1016740,Methanol,1158.4,27993
2022-05-20,Copperfield oil,Ref-1016563,Used cooking oil (UCO),924.8,32700
2022-05-20,Copperfield oil,Ref-1016622,Used cooking oil (UCO),38.4,36980
2022-05-20,Copperfield oil,Ref-1016623,Used cooking oil (UCO),60.8,32540
2022-05-20,Copperfield oil,Ref-1016701,Used cooking oil (UCO),838.4,37020
2022-05-20,Copperfield oil,Ref-1016774,Sunflower oil,35.2,31520
2022-05-20,Jones-Jenkins,S-1007272,UCOME,1385.6,30900
2022-05-20,Jones-Jenkins,S-1007273,UCOME,32,31860
2022-05-20,Jones-Jenkins,S-1007274,UCOME,1004.8,31820
2022-05-20,Jones-Jenkins,S-1007275,UCOME,68.8,32140
2022-05-20,Jones-Jenkins,S-1007276,UCOME,548.8,31840
2022-05-20,Jones-Jenkins,S-1007277,UCOME,1102.4,30760
2022-05-20,Jones-Jenkins,S-1007278,UCOME,1073.6,29660
2022-05-20,Jones-Jenkins,S-1007279,UCOME,51.2,31980
2022-05-20,Jones-Jenkins,S-1007280,UCOME,686.4,31980
2022-05-20,Jones-Jenkins,S-1007281,UCOME,105.6,31920
2022-05-20,Jones-Jenkins,S-1007282,UCOME,1004.8,31960
2022-05-20,Jones-Jenkins,S-1007283,UCOME,76.8,30900
2022-05-20,Copperfield oil,Ref-1016935,Used cooking oil (UCO),1432,33140
2022-05-20,Copperfield oil,Ref-1016938,Used cooking oil (UCO),70.4,33580
2022-05-20,"Treutel, Pouros and Murphy",Ref-1015911,Sunflower oil,272,32780
2022-05-20,"Treutel, Pouros and Murphy",Ref-1015912,Sunflower oil,932.8,30660
2022-05-20,"Treutel, Pouros and Murphy",Ref-1015914,Sunflower oil,1334.4,33060
2022-05-20,"Treutel, Pouros and Murphy",Ref-1015917,Sunflower oil,108.8,31040
2022-05-20,"Treutel, Pouros and Murphy",Ref-1015994,Sunflower oil,110.4,28380
2022-05-20,"Treutel, Pouros and Murphy",Ref-1015995,Sunflower oil,128,29600
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015907,Sunflower oil,1046.4,30660
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015909,Sunflower oil,686.4,33960
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015910,Sunflower oil,136,33060
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015913,Sunflower oil,59.2,30860
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015990,Sunflower oil,96,27400
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015991,Sunflower oil,94.4,28540
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015992,Sunflower oil,75.2,28500
2022-05-19,"Treutel, Pouros and Murphy",Ref-1015993,Sunflower oil,483.2,27280
2022-05-19,Jones-Jenkins,S-1007177,UCOME,137.6,32020
2022-05-19,Copperfield oil,Ref-1016562,Used cooking oil (UCO),140.8,32980
2022-05-19,Copperfield oil,Ref-1016620,Used cooking oil (UCO),643.2,36820
2022-05-19,"Stroman, Swift and Rath",Ref-1016806,Used cooking oil (UCO),385.6,29700
2022-05-19,Copperfield oil,Ref-1016910,Used cooking oil (UCO),25.6,28920
2022-05-19,Jones-Jenkins,S-1007256,UCOME,1219.2,32100
2022-05-19,Jones-Jenkins,S-1007257,UCOME,339.2,32060
2022-05-19,Jones-Jenkins,S-1007259,UCOME,60.8,32060
2022-05-19,Jones-Jenkins,S-1007260,UCOME,52.8,32060
2022-05-19,Jones-Jenkins,S-1007261,UCOME,438.4,31860
2022-05-19,Jones-Jenkins,S-1007262,UCOME,1419.2,31120
2022-05-19,Jones-Jenkins,S-1007263,UCOME,140.8,31060
2022-05-19,Jones-Jenkins,S-1007264,UCOME,331.2,30760
2022-05-19,Jones-Jenkins,S-1007265,UCOME,107.2,31980
2022-05-19,Jones-Jenkins,S-1007267,UCOME,1041.6,32140
2022-05-19,Jones-Jenkins,S-1007268,UCOME,1283.2,32100
2022-05-19,Jones-Jenkins,S-1007269,UCOME,414.4,32080
2022-05-19,Jones-Jenkins,S-1007270,UCOME,99.2,32040
2022-05-19,Jones-Jenkins,S-1007271,UCOME,24,31800
2022-05-19,Copperfield oil,Ref-1016924,Used cooking oil (UCO),564.8,33620
2022-05-19,Copperfield oil,Ref-1016925,Used cooking oil (UCO),70.4,33200
2022-05-19,Copperfield oil,Ref-1016910,Used cooking oil (UCO),876.8,7740
2022-05-18,Jones-Jenkins,S-1007178,UCOME,166.4,31860
2022-05-18,Jones-Jenkins,S-1007179,UCOME,68.8,31800
2022-05-18,Jones-Jenkins,S-1007180,UCOME,704,32140
2022-05-18,Jones-Jenkins,S-1007181,UCOME,1161.6,31880
2022-05-18,Jones-Jenkins,S-1007182,UCOME,19.2,31900
2022-05-18,Copperfield oil,Ref-1016561,Used cooking oil (UCO),102.4,32760
2022-05-18,Copperfield oil,Ref-1016619,Used cooking oil (UCO),136,35240
2022-05-18,Copperfield oil,Ref-1016700,Used cooking oil (UCO),19.2,34780
2022-05-18,Copperfield oil,Ref-1016773,Sunflower oil,308.8,34640
2022-05-18,Copperfield oil,Ref-1016907,Used cooking oil (UCO),56,36320
2022-05-18,Copperfield oil,Ref-1016908,Used cooking oil (UCO),201.6,34860
2022-05-18,Copperfield oil,Ref-1016909,Used cooking oil (UCO),65.6,36280
2022-05-18,Jones-Jenkins,S-1007247,UCOME,1211.2,30840
2022-05-18,Jones-Jenkins,S-1007248,UCOME,129.6,31860
2022-05-18,Jones-Jenkins,S-1007250,UCOME,136,31740
2022-05-18,Jones-Jenkins,S-1007251,UCOME,582.4,32120
2022-05-18,Jones-Jenkins,S-1007252,UCOME,126.4,32060
2022-05-18,Jones-Jenkins,S-1007253,UCOME,739.2,32100
2022-05-18,Jones-Jenkins,S-1007254,UCOME,144,30840
2022-05-18,Jones-Jenkins,S-1007255,UCOME,105.6,32060
2022-05-18,Jones-Jenkins,S-1007258,UCOME,140.8,31920
2022-05-18,"Sipes, Harber and Lynch",S-1007347,UCOME,844.8,32180
2022-05-18,"Sipes, Harber and Lynch",S-1007348,UCOME,123.2,32160
2022-05-18,"Sipes, Harber and Lynch",S-1007349,UCOME,188.8,32120
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015903,Sunflower oil,124.8,33480
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015905,Sunflower oil,1299.2,32820
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015906,Sunflower oil,38.4,30540
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015908,Sunflower oil,1457.6,30740
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015985,Sunflower oil,702.4,28040
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015986,Sunflower oil,1462.4,28740
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015987,Sunflower oil,276.8,29020
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015989,Sunflower oil,32,29520
2022-05-18,"Treutel, Pouros and Murphy",Ref-1015996,Sunflower oil,888,23320
2022-05-18,"Stroman, Swift and Rath",Ref-1015320,Used cooking oil (UCO),24,29740
2022-05-17,Jones-Jenkins,S-1007165,UCOME,44.8,31800
2022-05-17,Jones-Jenkins,S-1007166,UCOME,1379.2,31920
2022-05-17,Jones-Jenkins,S-1007167,UCOME,1425.6,31840
2022-05-17,Jones-Jenkins,S-1007168,UCOME,598.4,31780
2022-05-17,Jones-Jenkins,S-1007169,UCOME,1080,31240
2022-05-17,Jones-Jenkins,S-1007170,UCOME,144,30900
2022-05-17,Jones-Jenkins,S-1007173,UCOME,25.6,30900
2022-05-17,Jones-Jenkins,S-1007174,UCOME,596.8,32160
2022-05-17,Jones-Jenkins,S-1007175,UCOME,1179.2,31980
2022-05-17,Jones-Jenkins,S-1007176,UCOME,52.8,31880
2022-05-17,Copperfield oil,Ref-1016559,Used cooking oil (UCO),65.6,32120
2022-05-17,Copperfield oil,Ref-1016617,Used cooking oil (UCO),169.6,32700
2022-05-17,Buckridge Inc,Ref-1016640,Used cooking oil (UCO),1110.4,21970
2022-05-17,Buckridge Inc,Ref-1016641,Used cooking oil (UCO),1331.2,21850
2022-05-17,Buckridge Inc,Ref-1016642,Used cooking oil (UCO),411.2,21940
2022-05-17,Buckridge Inc,Ref-1016643,Used cooking oil (UCO),305.6,21820
2022-05-17,"Hahn, Mueller and Strosin",Ref-1016739,Methanol,104,27949
2022-05-17,Copperfield oil,Ref-1016902,Used cooking oil (UCO),131.2,30440
2022-05-17,Copperfield oil,Ref-1016903,Used cooking oil (UCO),91.2,33860
2022-05-17,Copperfield oil,Ref-1016904,Used cooking oil (UCO),1020.8,33460
2022-05-17,Copperfield oil,Ref-1016905,Used cooking oil (UCO),1203.2,33280
2022-05-17,Copperfield oil,Ref-1016906,Used cooking oil (UCO),1448,33080
2022-05-17,Buckridge Inc,Ref-1016446,Used cooking oil (UCO),296,22160
2022-05-17,Buckridge Inc,Ref-1016447,Used cooking oil (UCO),81.6,21970
2022-05-17,Buckridge Inc,Ref-1016448,Used cooking oil (UCO),1456,21940
2022-05-17,Buckridge Inc,Ref-1016449,Used cooking oil (UCO),70.4,22760
2022-05-17,Buckridge Inc,Ref-1016450,Used cooking oil (UCO),486.4,22020
2022-05-17,Buckridge Inc,Ref-1016451,Used cooking oil (UCO),1416,22060
2022-05-17,Buckridge Inc,Ref-1016452,Used cooking oil (UCO),1043.2,21840
2022-05-17,Buckridge Inc,Ref-1016453,Used cooking oil (UCO),94.4,22160
2022-05-17,Jones-Jenkins,S-1007082,UCOME,48,32100
2022-05-17,Jones-Jenkins,S-1007160,UCOME,1500.8,32200
2022-05-17,Jones-Jenkins,S-1007162,UCOME,1408,32080
2022-05-17,Jones-Jenkins,S-1007163,UCOME,84.8,31820
2022-05-17,Jones-Jenkins,S-1007164,UCOME,145.6,31760
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015899,Sunflower oil,414.4,29960
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015900,Sunflower oil,585.6,32960
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015901,Sunflower oil,94.4,32180
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015904,Sunflower oil,144,29980
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015981,Sunflower oil,72,24440
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015982,Sunflower oil,76.8,28660
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015983,Sunflower oil,78.4,29360
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015984,Sunflower oil,604.8,25240
2022-05-17,"Treutel, Pouros and Murphy",Ref-1015988,Sunflower oil,320,28140
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015892,Sunflower oil,64,31900
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015893,Sunflower oil,553.6,33260
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015896,Sunflower oil,43.2,30120
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015897,Sunflower oil,780.8,31000
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015898,Sunflower oil,1321.6,32340
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015902,Sunflower oil,1038.4,30620
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015978,Sunflower oil,619.2,27260
2022-05-16,"Treutel, Pouros and Murphy",Ref-1015980,Sunflower oil,804.8,28340
2022-05-16,Copperfield oil,Ref-1016558,Used cooking oil (UCO),51.2,36860
2022-05-16,Copperfield oil,Ref-1016560,Used cooking oil (UCO),54.4,32720
2022-05-16,Copperfield oil,Ref-1016618,Used cooking oil (UCO),278.4,33480
2022-05-16,Copperfield oil,Ref-1016621,Used cooking oil (UCO),652.8,32820
2022-05-16,Copperfield oil,Ref-1016699,Used cooking oil (UCO),54.4,32600
2022-05-16,Jones-Jenkins,S-1007002,UCOME,782.4,32000
2022-05-16,Jones-Jenkins,S-1007028,UCOME,94.4,31820
2022-05-16,Jones-Jenkins,S-1007148,UCOME,51.2,32120
2022-05-16,Jones-Jenkins,S-1007149,UCOME,363.2,32120
2022-05-16,Jones-Jenkins,S-1007154,UCOME,107.2,30820
2022-05-16,Jones-Jenkins,S-1007155,UCOME,150.4,31960
2022-05-16,Jones-Jenkins,S-1007156,UCOME,1315.2,31800
2022-05-16,Jones-Jenkins,S-1007157,UCOME,1150.4,31720
2022-05-16,Jones-Jenkins,S-1007158,UCOME,132.8,30840
2022-05-16,Jones-Jenkins,S-1007159,UCOME,1371.2,31960
2022-05-16,Jones-Jenkins,S-1007161,UCOME,19.2,31060
2022-05-13,Copperfield oil,Ref-1016602,Used cooking oil (UCO),1307.2,25120
2022-05-13,Copperfield oil,Ref-1016603,Used cooking oil (UCO),209.6,32800
2022-05-13,Copperfield oil,Ref-1016698,Used cooking oil (UCO),126.4,37700
2022-05-13,"Hahn, Mueller and Strosin",Ref-1016738,Methanol,94.4,27965
2022-05-13,Jones-Jenkins,S-1007142,UCOME,1446.4,31920
2022-05-13,Jones-Jenkins,S-1007145,UCOME,1064,30960
2022-05-13,Jones-Jenkins,S-1007147,UCOME,104,31880
2022-05-13,Jones-Jenkins,S-1007150,UCOME,1129.6,31960
2022-05-13,Jones-Jenkins,S-1007151,UCOME,36.8,31840
2022-05-13,Jones-Jenkins,S-1007152,UCOME,1337.6,32000
